367.888	224.114	
393.779	218.351	
421.106	212.242	
449.919	205.901	
480.373	199.241	
512.468	192.266	
546.363	184.903	
582.186	177.151	
620.112	168.929	
660.407	160.168	
703.164	150.919	
362.157	260.465	
388.112	255.581	
415.518	250.48	
444.452	245.134	
475.04	239.483	
507.295	233.602	
541.463	227.256	
577.589	220.619	
615.855	213.569	
656.523	206.151	
699.69	198.269	
356.228	297.512	
382.305	293.554	
409.751	289.467	
438.79	285.1	
469.525	280.508	
501.971	275.674	
536.317	270.554	
572.749	265.134	
611.373	259.448	
652.4	253.33	
695.989	246.853	
350.159	335.102	
376.255	332.183	
403.79	329.17	
432.898	325.828	
463.699	322.371	
496.351	318.714	
530.964	314.859	
567.632	310.723	
606.509	306.457	
647.948	301.707	
691.958	296.718	
343.915	373.296	
370.035	371.408	
397.63	369.431	
426.847	367.298	
457.743	365.072	
490.582	362.626	
525.345	360.068	
562.295	357.309	
601.482	354.38	
643.188	351.26	
687.604	347.841	
337.559	412.066	
363.705	411.22	
391.341	410.369	
420.633	409.43	
451.673	408.449	
484.507	407.442	
519.512	406.247	
556.624	404.837	
596.099	403.396	
638.112	401.826	
682.908	400.105	
331.078	451.38	
357.243	451.671	
384.894	451.978	
414.216	452.27	
445.39	452.555	
478.335	452.84	
513.468	453.031	
550.746	453.23	
590.437	453.359	
632.758	453.454	
677.899	453.49	
324.499	491.159	
350.657	492.633	
378.341	494.133	
407.704	495.722	
438.894	497.331	
471.965	498.973	
507.177	500.703	
544.647	502.395	
584.535	504.227	
627.081	506.057	
672.509	507.903	
317.933	531.438	
344.021	534.081	
371.691	536.83	
401.067	539.699	
432.273	542.679	
465.45	545.779	
500.719	549.032	
538.339	552.375	
578.405	555.891	
621.184	559.528	
666.917	563.297	
