389.776	208.012	
412.291	209.55	
-1.07374e+008	-1.07374e+008	
442.804	232.293	
470.889	188.034	
496.932	189.939	
-1.07374e+008	-1.07374e+008	
-9.32363e+007	-1.0292e+008	
-1.02921e+008	-9.32365e+007	
-1.02921e+008	-9.32365e+007	
-1.02921e+008	-9.32365e+007	
393.104	237.156	
-1.28407e+008	-9.11608e+007	
-1.29483e+008	-5.84506e+007	
-1.32462e+008	-1.03745e+008	
481.777	222.362	
-5.84496e+007	-1.2948e+008	
4.87669e+008	-6.75624e+008	
541.879	170.708	
6.19648e+007	-2.49876e+008	
3.23498e+006	-1.91157e+008	
3.23498e+006	-1.91157e+008	
415.347	272.582	
-2.24e+008	3.60733e+007	
451.11	265.85	
-2.24e+008	3.60733e+007	
473.389	256.592	
-9.41058e+007	-9.38076e+007	
500.875	211.505	
532.106	211.794	
-9.39682e+007	-9.39676e+007	
563.848	165.522	
709.859	130.286	
415.096	308.655	
-9.41171e+007	-9.38187e+007	
444.852	298.935	
-9.39682e+007	-9.39676e+007	
-9.39682e+007	-9.39676e+007	
-9.38192e+007	-9.41166e+007	
-2.1604e+008	2.81124e+007	
500.352	256.712	
536.224	252.26	
564.713	204.806	
711.985	173.403	
426.413	346.624	
-3.47165e+007	-1.53194e+008	
-9.39568e+007	-9.39566e+007	
-9.39568e+007	-9.39566e+007	
-3.47153e+007	-1.532e+008	
469.236	306.585	
-1.7142e+008	-1.64937e+007	
501.424	295.175	
533.003	290.267	
600.872	279.714	
674.089	224.593	
403.591	346.37	
-2.07191e+008	1.92758e+007	
-1.29468e+008	-5.84456e+007	
-1.45869e+008	-4.20453e+007	
453.458	342.301	
-1.21624e+008	-6.62923e+007	
471.229	338.052	
501.554	334.235	
533.366	330.266	
566.68	326.091	
717.525	307.031	
387.886	384.418	
-5.84586e+007	-1.29469e+008	
421.434	381.19	
-5.84586e+007	-1.29469e+008	
449.196	378.611	
-5.42132e+007	-1.33716e+008	
471.148	376.634	
501.64	373.765	
533.576	370.73	
567.156	367.566	
720.44	399.178	
387.398	420.617	
-4.95478e+007	-1.38381e+008	
413.986	419.07	
-2.7634e+007	-1.60297e+008	
441.802	417.346	
441.442	455.684	
470.755	454.836	
501.532	453.879	
533.787	452.875	
567.711	451.853	
680.922	493.903	
386.851	457.202	
-2.7634e+007	-1.60297e+008	
406.71	456.744	
-2.7634e+007	-1.60297e+008	
413.026	494.134	
441.084	494.222	
470.539	494.316	
-2.80368e+007	-1.59895e+008	
-9.39591e+007	-9.39616e+007	
-9.39591e+007	-9.39616e+007	
-9.39591e+007	-9.39616e+007	
