267.663	216.148	
301.433	214.466	
335.775	212.809	
370.506	211.251	
405.733	209.678	
441.371	208.13	
477.296	206.62	
513.502	205.122	
550.127	203.614	
587.108	202.104	
624.323	200.649	
264.91	248.504	
299.019	247.016	
333.759	245.57	
368.873	244.146	
404.553	242.752	
440.528	241.39	
476.912	239.996	
513.631	238.645	
550.653	237.238	
588.073	235.914	
625.702	234.58	
262.085	281.589	
296.652	280.309	
331.668	279.062	
367.19	277.817	
403.213	276.6	
439.619	275.357	
476.477	274.128	
513.629	272.933	
551.137	271.747	
589.008	270.546	
627.1	269.323	
259.321	315.292	
294.175	314.275	
329.576	313.238	
365.46	312.201	
401.836	311.141	
438.709	310.16	
475.981	309.112	
513.572	308.073	
551.495	307.024	
589.865	305.978	
628.383	304.915	
256.466	349.727	
291.68	348.958	
327.433	348.198	
363.704	347.401	
400.49	346.568	
437.75	345.732	
475.441	344.879	
513.516	344.008	
551.955	343.162	
590.639	342.253	
629.624	341.315	
253.587	384.894	
289.158	384.38	
325.26	383.826	
361.943	383.271	
399.099	382.704	
436.729	382.108	
474.861	381.473	
513.368	380.745	
552.192	380.037	
591.345	379.318	
630.824	378.49	
250.745	420.688	
286.629	420.478	
323.073	420.219	
360.103	419.895	
397.711	419.543	
435.757	419.199	
474.263	418.794	
513.147	418.292	
552.405	417.743	
592.046	417.156	
631.907	416.589	
247.829	457.254	
284.063	457.326	
320.907	457.319	
358.287	457.257	
396.224	457.181	
434.681	457.015	
473.552	456.838	
512.9	456.528	
552.573	456.237	
592.616	455.856	
632.937	455.392	
245.007	494.473	
281.538	494.84	
318.695	495.103	
356.438	495.366	
394.741	495.527	
433.538	495.61	
472.826	495.664	
512.584	495.606	
552.664	495.495	
593.123	495.328	
633.869	495.055	
