55.5662	166.334	
96.2454	169.836	
-1.07374e+008	-1.07374e+008	
135.906	173.25	
174.383	176.645	
211.875	179.941	
248.346	183.275	
283.722	186.56	
318.068	189.699	
384.045	195.857	
415.589	198.788	
55.0052	206.066	
95.9626	208.996	
-1.29469e+008	-5.84576e+007	
135.863	211.864	
174.595	214.719	
212.307	217.52	
249.14	219.271	
284.662	222.958	
319.287	225.611	
385.625	230.725	
417.334	233.196	
54.6464	246.324	
95.848	248.687	
135.936	251.001	
-1.29481e+008	-5.844e+007	
174.977	253.27	
211.902	255.51	
251.877	258.883	
285.732	259.873	
320.6	261.99	
387.561	265.752	
420.944	303.25	
54.3823	287.084	
95.8482	288.843	
139.524	289.617	
-1.29481e+008	-5.844e+007	
175.437	292.284	
213.608	293.998	
251.779	333.974	
288.048	335.067	
322.293	336.02	
358.44	338.041	
423.174	338.837	
54.3504	328.308	
94.9061	329.478	
129.598	332.743	
-1.2948e+008	-5.84407e+007	
176.046	331.807	
215.341	372.218	
252.809	371.659	
289.274	372.137	
324.702	373.594	
392.304	374.384	
424.578	374.657	
54.4609	369.997	
96.3461	370.571	
137.119	371.151	
-1.29483e+008	-5.84335e+007	
177.668	412.001	
215.394	411.96	
254.2	414.034	
292.619	410.195	
326.167	411.513	
394.029	411.125	
428.236	447.31	
54.7411	412.083	
96.8463	412.086	
137.839	412.076	
138.677	453.34	
178.712	452.664	
217.624	451.973	
255.41	451.242	
7.00255e+008	-8.88184e+008	
329.299	488.202	
397.495	485.403	
430.003	483.965	
55.195	454.601	
97.5802	453.97	
-2.17151e+008	2.92286e+007	
139.657	494.898	
179.812	493.578	
218.844	492.287	
256.745	490.929	
288.191	492.82	
-9.39619e+007	-9.39617e+007	
-9.39619e+007	-9.39617e+007	
-9.39619e+007	-9.39617e+007	
55.8744	497.491	
98.4209	496.213	
-9.39619e+007	-9.39617e+007	
-9.39619e+007	-9.39617e+007	
-9.39619e+007	-9.39617e+007	
-1.46375e+008	-4.15501e+007	
-1.29022e+008	-5.8902e+007	
-1.29022e+008	-5.8902e+007	
-9.39619e+007	-9.39617e+007	
-9.41109e+007	-9.38127e+007	
385.975	592.554	
