666.974	563.324	18.7146	15.8168	9.99151	
621.236	559.551	17.9074	14.7159	9.73341	
578.452	555.907	17.1566	13.6641	10.6395	
538.368	552.385	16.6509	12.7836	10.0897	
500.753	549.032	16.0884	11.9657	11.0359	
465.481	545.788	15.5323	11.1985	11.7289	
432.303	542.685	14.9859	10.5118	11.3597	
401.094	539.703	14.4936	9.86827	12.1928	
371.714	536.841	14.0391	9.34729	12.506	
344.043	534.084	13.6157	8.73544	12.4726	
317.955	531.447	13.167	8.26728	12.9327	
672.562	507.927	18.3478	15.5213	15.0737	
627.129	506.077	17.6022	14.4791	14.5027	
584.573	504.24	17.0053	13.4835	15.0233	
544.686	502.404	16.3453	12.6591	14.2957	
507.206	500.703	15.8885	11.9468	13.9443	
471.992	498.98	15.4157	11.1133	13.8862	
438.921	497.336	14.928	10.4442	13.7365	
407.731	495.725	14.4374	9.82019	14.0765	
378.365	494.143	13.9482	9.2553	13.4418	
350.676	492.636	13.5881	8.71395	13.2845	
324.524	491.167	13.0836	8.18759	14.2586	
550.782	453.242	16.2928	12.4735	17.2708	
445.381	452.567	14.6889	10.299	15.5927	
414.243	452.275	14.2195	9.74321	16.0339	
384.917	451.982	13.8079	9.14791	16.5423	
357.257	451.679	13.5059	8.59976	15.5701	
331.104	451.379	13.0302	8.16305	16.0156	
677.945	453.511	18.132	15.1758	20.2759	
632.801	453.47	17.4359	14.229	18.1945	
590.471	453.381	16.8693	13.2037	17.3648	
513.568	453.085	31.96	23.5745	16.4483	
478.479	452.866	30.9271	22.2046	15.9594	
337.578	412.069	12.9187	8.11545	16.9984	
363.732	411.224	13.2872	8.51992	17.1188	
391.357	410.379	13.8092	9.03714	17.1653	
420.66	409.439	14.1376	9.59828	18.0568	
451.7	408.455	14.6277	10.1577	18.1852	
484.545	407.37	15.0939	10.7543	18.2075	
519.557	406.162	15.6079	11.5713	19.9331	
556.66	404.851	16.1154	12.2443	19.6862	
596.137	403.401	16.7288	13.0355	20.8406	
638.148	401.846	17.3059	13.8897	21.6731	
682.949	400.123	17.9211	14.8358	24.0296	
343.932	373.306	12.8895	7.94246	19.1371	
370.03	371.415	13.22	8.40231	18.8983	
426.867	367.31	14.1001	9.41208	19.6528	
457.766	365.073	14.5086	10.054	20.4266	
397.699	369.448	27.7938	18.0331	18.8993	
490.613	362.625	14.8857	10.6675	20.6094	
525.38	360.08	15.4334	11.351	21.7356	
562.284	357.324	16.0612	11.962	22.7302	
643.227	351.262	17.1349	13.6631	25.9377	
687.646	347.851	17.7317	14.5211	27.8089	
601.6	354.41	33.4489	25.7679	23.2811	
350.179	335.107	12.7774	7.84746	20.1272	
376.269	332.185	13.1706	8.30263	20.4571	
403.823	329.104	13.434	8.73642	21.0449	
432.924	325.83	13.8935	9.26072	22.0424	
463.727	322.384	14.3927	9.77258	22.9749	
496.377	318.726	14.8643	10.4061	23.0802	
530.995	314.87	15.3201	11.0864	24.1743	
567.671	310.725	15.892	11.7429	25.6997	
606.545	306.373	16.4735	12.3387	25.6046	
647.986	301.722	16.9924	13.2566	29.0799	
356.248	297.521	12.6087	7.68295	21.4901	
692	296.734	17.6014	14.0773	31.0377	
382.324	293.566	13.0136	8.11	21.8256	
409.765	289.482	13.357	8.55657	21.6795	
438.816	285.107	13.7553	9.06133	23.7215	
469.516	280.522	14.2422	9.58217	24.1822	
536.348	270.57	15.1397	10.7837	25.7605	
502.053	275.701	29.7847	20.6172	24.6615	
572.775	265.15	15.7086	11.4455	27.1008	
362.177	260.469	12.4299	7.57061	22.5758	
611.405	259.451	16.1658	12.1085	28.6023	
388.132	255.592	12.8201	7.93237	22.6914	
652.44	253.339	16.7742	12.9191	31.6057	
415.534	250.486	13.2693	8.37874	23.4375	
696.032	246.863	17.4018	13.7154	33.5105	
444.474	245.144	13.5815	8.89287	24.4244	
475.069	239.49	14.0993	9.3539	26.0021	
507.328	233.524	14.5704	9.9437	26.2256	
541.491	227.26	15.0329	10.5355	28.0342	
367.906	224.123	12.4095	7.42183	23.0904	
577.607	220.636	15.5122	11.0892	29.1274	
393.791	218.343	12.8434	7.88558	24.2032	
615.9	213.571	15.9601	11.7347	32.1212	
421.129	212.24	13.1181	8.23149	25.505	
449.94	205.909	13.4832	8.69005	25.6906	
656.56	206.165	16.6431	12.5133	33.1784	
480.392	199.247	13.9252	9.20963	26.9358	
699.731	198.282	17.2848	13.2587	35.3627	
512.493	192.271	14.3596	9.66515	28.7116	
546.392	184.916	14.818	10.1993	29.758	
582.214	177.16	15.3666	10.7704	31.0011	
620.146	168.942	15.8408	11.4265	32.5979	
660.439	160.176	16.53	12.1236	35.0919	
703.2	150.926	17.1138	12.8367	37.6668	
